0.000	16.000	F#:hdim7
16.000	32.000	F:maj7#11
32.000	48.000	Eb:maj7#11
48.000	64.000	Db:maj7#11
64.000	68.000	E:maj7
68.000	72.000	Db:maj7
72.000	76.000	D:maj7
76.000	80.000	B:maj7#11
80.000	84.000	C:maj7
84.000	88.000	A:maj7
88.000	92.000	Bb:7
92.000	96.000	G:maj7
